timestamp,open,high,low,close,volume,datetime
1770059700000,2346.0,2350.54,2336.26,2342.51,1410.489121,2026-02-02 19:15:00
1770060600000,2342.51,2343.27,2332.27,2341.94,2416.740731,2026-02-02 19:30:00
1770061500000,2341.85,2342.08,2327.65,2331.11,1994.334668,2026-02-02 19:45:00
1770062400000,2331.1,2341.62,2323.08,2326.53,2771.076532,2026-02-02 20:00:00
1770063300000,2326.59,2333.92,2322.04,2328.09,2943.238602,2026-02-02 20:15:00
1770064200000,2328.03,2328.05,2313.34,2318.14,2366.026546,2026-02-02 20:30:00
1770065100000,2318.05,2324.58,2312.24,2321.38,2290.654733,2026-02-02 20:45:00
1770066000000,2321.71,2342.72,2319.0,2334.75,1564.766624,2026-02-02 21:00:00
1770066900000,2334.8,2339.94,2329.0,2332.65,668.753198,2026-02-02 21:15:00
1770067800000,2332.64,2345.17,2332.0,2339.7,878.056315,2026-02-02 21:30:00
1770068700000,2339.71,2344.93,2338.7,2341.92,628.599407,2026-02-02 21:45:00
1770069600000,2341.92,2352.72,2341.92,2343.31,1058.427455,2026-02-02 22:00:00
1770070500000,2343.31,2344.67,2335.78,2342.4,694.823311,2026-02-02 22:15:00
1770071400000,2342.39,2354.7,2342.07,2351.69,432.136237,2026-02-02 22:30:00
1770072300000,2351.82,2353.98,2344.03,2351.11,841.596311,2026-02-02 22:45:00
1770073200000,2351.14,2356.1,2346.0,2351.51,945.898278,2026-02-02 23:00:00
1770074100000,2351.54,2353.99,2339.79,2341.7,816.601532,2026-02-02 23:15:00
1770075000000,2341.7,2354.49,2340.51,2349.0,805.721339,2026-02-02 23:30:00
1770075900000,2349.02,2350.73,2343.53,2347.0,472.198887,2026-02-02 23:45:00
1770076800000,2346.99,2348.72,2325.17,2333.84,1720.060651,2026-02-03 00:00:00
1770077700000,2333.84,2346.5,2332.34,2346.37,1046.360718,2026-02-03 00:15:00
1770078600000,2346.37,2348.0,2338.01,2347.21,1470.431841,2026-02-03 00:30:00
1770079500000,2347.24,2355.54,2342.0,2354.04,1142.805906,2026-02-03 00:45:00
1770080400000,2354.04,2359.78,2343.9,2348.38,814.311935,2026-02-03 01:00:00
1770081300000,2348.4,2352.45,2337.81,2351.8,1075.996764,2026-02-03 01:15:00
1770082200000,2351.75,2352.55,2343.89,2352.3,524.895145,2026-02-03 01:30:00
1770083100000,2352.34,2355.96,2348.26,2354.62,461.388427,2026-02-03 01:45:00
1770084000000,2354.63,2355.07,2328.1,2328.98,1044.486358,2026-02-03 02:00:00
1770084900000,2329.04,2341.29,2328.01,2330.59,1117.263228,2026-02-03 02:15:00
1770085800000,2330.59,2330.59,2314.95,2316.2,2926.782882,2026-02-03 02:30:00
1770086700000,2316.2,2318.85,2297.15,2298.7,3692.961921,2026-02-03 02:45:00
1770087600000,2298.61,2307.41,2284.0,2304.25,6729.38004,2026-02-03 03:00:00
1770088500000,2304.26,2316.32,2292.48,2314.78,2699.685818,2026-02-03 03:15:00
1770089400000,2314.73,2333.33,2312.26,2328.46,3137.735836,2026-02-03 03:30:00
1770090300000,2328.45,2345.15,2323.12,2343.9,3380.946473,2026-02-03 03:45:00
1770091200000,2343.81,2351.4,2336.9,2347.0,1540.57426,2026-02-03 04:00:00
1770092100000,2347.0,2347.99,2333.36,2333.72,1297.11867,2026-02-03 04:15:00
1770093000000,2333.73,2354.53,2333.73,2354.01,1291.528565,2026-02-03 04:30:00
1770093900000,2354.01,2355.76,2344.91,2345.84,938.077316,2026-02-03 04:45:00
1770094800000,2345.84,2346.2,2326.0,2326.64,1590.528172,2026-02-03 05:00:00
1770095700000,2326.51,2330.83,2318.5,2329.37,1276.773966,2026-02-03 05:15:00
1770096600000,2329.36,2332.77,2320.15,2322.95,805.932223,2026-02-03 05:30:00
1770097500000,2322.95,2327.63,2315.12,2316.52,1189.229421,2026-02-03 05:45:00
1770098400000,2316.5,2322.31,2297.9,2306.88,4929.590006,2026-02-03 06:00:00
1770099300000,2306.69,2328.74,2303.47,2324.46,2700.45036,2026-02-03 06:15:00
1770100200000,2324.15,2326.49,2318.0,2318.07,999.977928,2026-02-03 06:30:00
1770101100000,2318.08,2325.31,2316.81,2320.41,1299.243708,2026-02-03 06:45:00
1770102000000,2320.41,2333.78,2312.79,2323.48,2778.275802,2026-02-03 07:00:00
1770102900000,2323.48,2326.0,2317.66,2321.5,2441.584781,2026-02-03 07:15:00
1770103800000,2321.51,2333.05,2320.3,2328.4,2843.052662,2026-02-03 07:30:00
1770104700000,2328.36,2328.97,2320.96,2323.14,2015.631631,2026-02-03 07:45:00
1770105600000,2323.15,2325.3,2308.86,2312.11,3032.284199,2026-02-03 08:00:00
1770106500000,2312.1,2332.99,2310.05,2327.6,2376.721154,2026-02-03 08:15:00
1770107400000,2327.56,2330.58,2321.0,2329.0,1430.807438,2026-02-03 08:30:00
1770108300000,2328.99,2330.01,2314.65,2315.77,1733.235398,2026-02-03 08:45:00
1770109200000,2315.76,2318.9,2282.0,2282.99,8653.965239,2026-02-03 09:00:00
1770110100000,2283.0,2291.91,2261.78,2274.0,8500.440228,2026-02-03 09:15:00
1770111000000,2273.96,2300.16,2273.96,2293.95,3172.073952,2026-02-03 09:30:00
1770111900000,2293.95,2297.86,2289.63,2292.17,1373.874305,2026-02-03 09:45:00
